"Nombre_PA";"Page";"IDNum";"centre";"agence";"superviseur";"secteur";"syndicat";"commune";"nom_site";"code_ppv";"an_service";"numero_esclave";"code_id";"code_station";"pages_annexes";"activites";"categorie";"energie";"support";"num_appel";"num_secours";"adresse_ip";"intersite";"site_lie";"rmqintersite";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"digicode";"divers"
0;"A03";1570;;"Ain";"ASS Rhone Saone";"Civrieux";"MONTHIEUX";"MONTHIEUX";"STEP MONTHIEUX - MONTHIEUX";"67882";2010;3;"0 - 1";"A03";"";"Assainissement";"STEP";"EDF";"GSM";"06 40 66 76 65";"";"";"Non";;;"Sofrel";"S500";"3.30";"";"M3/A3";;
0;"A07";1550;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT TRIVIER SUR MOIGNANS";"SAINT-TRIVIER-SUR-MOIGNANS";"STEP VERS FAUX - St TRIVIER MOIGNANS";"7008";1999;7;"0 - 1";"A07";"";"Assainissement";"STEP";"EDF";"RTC";"04 74 55 82 66";"";"";"Non";;;"Perax";"P200X";"000N 5.62";"";"M3/A3";;
0;"A08";1512;;"Ain";"ASS Rhone Saone";"Civrieux";"INDUSTRIELS";" REYRIEUX";"STEP VALFOND RENCAST - REYRIEUX";"17206";0;8;"0 - 1";"A08";"";"Assainissement";"STEP";"EDF";"RTC";"04 74 00 27 86";"";"";"Non";;;"Perax";"P200Xm";"000N 5.68";"";"M3/A3";;
0;"A09";1551;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"STEP ETANG CHAFFAUD-VILLARS DOMBES";"17191";2005;9;"0 - 1";"A09";"";"Assainissement";"STEP";"EDF";"RTC";"04 74 98 09 17";"";"";"Non";;;"Perax";"P200X";"000N 5.72";"";"M3/A3";;
0;"A1";2075;;"Nord-Rhône";"EP Nord-Rhône / Ain";"Anse";"SAONE TURDINE";"AMBÉRIEUX";"CAPTAGE AMBERIEUX - AMBERIEUX AZER.";"6278";0;67;"0-3";"A1";"A0";"Eau potable";"Captage";"EDF";"RTC";"04 74 67 13 99";"";"192.168.0.115";"Non";;;"Sofrel";"S500";"";"";"M3-P3";"";""
0;"A1";2177;;"Centre-Rhône";"EP Mions Grand Lyon";"SUD";"GRAND LYON";"CORBAS";"LOGEMENT LES ROMANETTES - CORBAS";"22028";0;3;"0 - 0";"A1";"A0";"Eau potable";"Captage";"EDF";"RTC";"04 72 51 22 59";"";"";"Radio";"Radio avec R la pierre";;"Sofrel";"S50";"";"";"";"";""
0;"A10";1537;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT ANDRE DE CORCY";"SAINT-ANDRÉ-DE-CORCY";"STEP LES FOURCHES - St ANDRE CORCY";"7015";1991;10;"0 - 1";"A10";"";"Assainissement";"STEP";"EDF";"GSM";"06 86 61 68 93";"";"";"Non";;;"Perax";"P400XI";"0023 5.72";"";"M3/A3";"";""
0;"A14";2334;;"Ain";"ASS Rhone Saone";"Civrieux";"DOMBES SAONE";"SAINT-MARCEL";"STEP St MARCEL";"76360";2012;111;"0-1";"A14";"";"Assainissement";"STEP";"EDF";"RTC";"04 72 08 54 22";"";"";"Non";;;"Perax";"P200Xm";"000N 5.57";"";"A3-M3";"";"transfert de la Nantaise"
0;"A2";1790;;"Nord-Rhône";"EP Nord-Rhône / Ain";"Anse";"SAONE TURDINE";"QUINCIEUX";"CAPTAGE QUINCIEUX - QUINCIEUX";"6280";0;67;"0-3";"A2";"";"Eau potable";"Captage";"EDF";"RTC";"04 74 67 13 99";"";"";"RTC";"A0";;"Sofrel";"S50";"";"";"";;
0;"A24";1793;;"Ain";"ASS Rhone Saone";"Civrieux";"PLANTAY";"LE PLANTAY";"PR ABBAYE - PLANTAY";"71499";2011;22;"0 - 1";"A24";;"Assainissement";"Poste de relevage";"EDF";"RTC";"04 72 25 04 48";;;"Non";;;"Sofrel";"S500";"3.30";;"A3-M3";;
0;"A25";1659;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"PR FILIOLY - VILLARS LES DOMBES";"6901";2005;53;"0 - 1";"A25";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 74 98 29 88";"";"";"Non";;;"Perax";"P400XI";"6.15";"";"M3/A3";"";""
0;"A26";1556;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"PR CAMPING - VILLARS LES DOMBES";"6903";2005;27;"0 - 1";"A26";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 70 73 92 51";"";"";"Non";;;"Perax";"P200Xm";"0023 5.71";"";"M3/A3";;
0;"A27";1555;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"PR GRANDS COMMUNAUX - VILLARS D.";"6902";2005;28;"0 - 1";"A27";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 74 98 12 47";"";"";"Non";;;"Perax";"P200Xm";"000N 5.71";"";"M3/A3";;
0;"A28";1554;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"PR PLAINE FLEURIE - VILLARS D.";"6905";2005;29;"0 - 1";"A28";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 74 98 07 47";"";"";"Non";;;"Perax";"P200Xm";"000N 5.67";"";"M3/A3";;
0;"A29";1552;;"Ain";"ASS Rhone Saone";"Civrieux";"VILLARD LES DOMBES";"VILLARS-LES-DOMBES";"PR GENERAL - VILLARS LES DOMBES";"6904";2005;30;"0 - 1";"A29";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 74 98 27 00";"";"";"Non";;;"Perax";"P200Xm";"000N 5.71";"";"M3/A3";;
0;"A3";1303;;"Nord-Rhône";"EP Nord-Rhône / Ain";"Anse";"SAONE TURDINE";"ANSE";"SP JONCHAY TRT1 - ANSE";"6276";0;68;"0-3";"A3";"";"Eau potable";"Station de traitement";"EDF";"RTC";"04 37 55 02 59";"";"";"Non";;;"Sofrel";"S50";"5.41";"";"M3-P3";;
0;"A30";1538;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT ANDRE DE CORCY";"SAINT-ANDRÉ-DE-CORCY";"PR ZI RN 83 - ST ANDRE CORCY";"7020";0;31;"0 - 1";"A30";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 72 08 53 40";"";"";"Non";;;"Perax";"P200Xm";"0022 5.65";"";"M3/A3";;
0;"A31";1494;;"Ain";"ASS Rhone Saone";"Civrieux";"BEYNOST";"BEYNOST";"PR CHEMIN SERMORAZ - BEYNOST";"6911";1999;32;"0 - 1";"A31";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 78 55 94 16";"";"";"Non";;;"Perax";"P200Xm";"000N 5.67";"";"M3/A3";;
0;"A32";1493;;"Ain";"ASS Rhone Saone";"Civrieux";"BEYNOST";"BEYNOST";"PR RN 84 St PIERRE -  BEYNOST";"6910";1999;33;"0 - 1";"A32";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 78 55 08 77";"";"";"Non";;;"Perax";"P200Xm";"000N 5.67";"";"M3/A3";;
0;"A33";1495;;"Ain";"ASS Rhone Saone";"Civrieux";"BEYNOST";"BEYNOST";"PR LA GARE - BEYNOST";"6912";1999;34;"0 - 1";"A33";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 78 55 17 25";"";"";"Non";;;"Perax";"P200Xm";"000N 5.67";"";"M3/A3";;
0;"A34";1545;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT MAURICE DE BEYNOST";"SAINT-MAURICE-DE-BEYNOST";"PR TORAY - St MAURICE DE BEYNOST";"6872";1998;35;"0 - 1";"A34";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 83 77 45 94";"";"";"Non";;;"Perax";"P200Xm";"0023 5.71";"";"M3/A3";;
0;"A35";1549;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT MAURICE DE BEYNOST";"SAINT-MAURICE-DE-BEYNOST";"PR ZI DES COMBES - St MAURICE DE B.";"6873";1986;36;"0 - 1";"A35";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 83 77 46 30";"";"";"Non";;;"Perax";"P200Xm";"0023 5.71";"";"M3/A3";;
0;"A36";1547;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT MAURICE DE BEYNOST";"SAINT-MAURICE-DE-BEYNOST";"PR LES ECOLES - St MAURICE DE B.";"6871";1987;37;"0 - 1";"A36";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 83 77 47 67";"";"";"Non";;;"Perax";"P200Xm";"0023 5.71";"";"M3/A3";;
0;"A37";1548;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT MAURICE DE BEYNOST";"SAINT-MAURICE-DE-BEYNOST";"PR FORUM DES SPORTS-St MAURICE DE B.";"6874";0;38;"0 - 1";"A37";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 83 77 46 96";"";"";"Non";;;"Perax";"P200Xm";"0023 5.72";"";"M3/A3";;
0;"A38";1546;;"Ain";"ASS Rhone Saone";"Civrieux";"SAINT MAURICE DE BEYNOST";"SAINT-MAURICE-DE-BEYNOST";"PR ZAC BROTTEAUX - St MAURICE DE B.";"6870";1995;39;"0 - 1";"A38";"";"Assainissement";"Poste de relevage";"EDF";"GSM";"06 83 77 47 05";"";"";"Non";;;"Perax";"P200Xm";"0023 5.71";"";"M3/A3";;
0;"A44";1525;;"Ain";"ASS Rhone Saone";"Civrieux";"NIEVROZ";"NIÉVROZ";"PR LE SILO - NIEVROZ";"6978";0;45;"0 - 1";"A44";"";"Assainissement";"Poste de relevage";"EDF";"RTC";"04 72 25 02 99";"";"";"Non";;;"Perax";"P200Xm";"000N 5.60";"";"M3/A3";;
