"Nombre_PA";"Page";"IDNum";"numero_esclave";"code_ppv";"code_id";"agence";"superviseur";"activites";"secteur";"commune";"syndicat";"categorie";"nom_site";"an_service";"code_station";"pages_annexes";"energie";"support";"num_appel";"num_secours";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"adresse_ip";"intersite";"site_lie";"rmqintersite";"digicode";"divers"
0;"EO";2030;59;"17303";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_LES AVERGUES - COURZIEU";0;"EO";"";"EDF";"GSM";"06 83 13 21 19";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EP";2031;58;"17304";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_LES AGUETTANTS - COURZIEU";0;"EP";"";"EDF";"GSM";"06 83 13 27 09";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EQ";2032;60;"17301";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_LA VERRIERE - COURZIEU";0;"EQ";"";"EDF";"GSM";"07 87 00 97 92";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"ER";2033;61;"17296";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_BITERNAY - COURZIEU";0;"ER";"";"EDF";"GSM";"06 83 13 58 49";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"ES";2034;62;"17297";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_BARANGE - COURZIEU";0;"ES";"";"EDF";"GSM";"06 83 13 55 03";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"ET";2035;63;"17299";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_LAFOND - COURZIEU";0;"ET";"";"EDF";"GSM";"06 83 13 39 90";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EU";2036;64;"17298";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_LONGECOMBE - COURZIEU";0;"EU";"";"EDF";"GSM";"07 86 12 93 71";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EV";2037;65;"17300";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"COURZIEU";"SIDESOL";"Réservoir";"RESERVOIR_BUISSONNIERES - COURZIEU";0;"EV";"";"EDF";"GSM";"06 83 13 50 14";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EW";2038;66;"6371";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VAUGNERAY";"SIDESOL";"Réservoir";"RESERVOIR_LA VORE - VAUGNERAY";0;"EW";"";"EDF";"GSM";"07 86 12 79 49";"";"Sofrel";"S500";"";"";"M1";"";;;"";"";""
0;"EX";2039;1;"67738";;"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VAUGNERAY";"SIDESOL";"Relevé de compteur";"CPT_RESEAU RUE DU RECRET - VAUGNERAY";0;"EX";"";"Autonome (Pile)";"GSM";"06 42 23 54 65";"";"Sofrel";"LS42";"";"";"M1";"";;;"";"";""
0;"EY";2040;2;"67737";;"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VAUGNERAY";"SIDESOL";"Relevé de compteur";"CPT_RESEAU DEPART POLLIONAY - VAUGNERAY";0;"EY";"";"Autonome (Pile)";"GSM";"06 42 23 66 18";"";"Sofrel";"LS42";"";"";"M1";"";;;"";"";""
0;"EZ";2042;3;"17531";;"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"YZERON";"SIDESOL";"Relevé de compteur";"CPT_VENTE PASSAGE COURZIEU CX DE PART - YZERON";0;"EZ";"";"Autonome (Pile)";"GSM";"06 34 25 42 13";"";"Sofrel";"LS42";"";"";"M1";"";;;"";"";""
0;"F0";1425;90;"5963";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHÉNAS";"HAUT BEAUJOLAIS";"Pompage réservoir";"SR LES THORINS - CHENAS";0;"F0";"";"EDF";"RTC";"03 85 35 56 42";"";"Sofrel";"S50";"5.46";"";"M4-P4";"";;;"Bois retour et Montgenas";"";""
0;"F0";2043;1;"17222";"";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VOURLES";"SIDESOL";"Captage";"SUIVI NAPPE Horticulteur - Vourles";0;"F0";"";"Autonome (Pile)";"GSM";"06 13 66 47 46";"";"Autre";"PRIMAYER - Xilog2";"";"";"";"";;;"";"";""
0;"F1";1426;105;"5968";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHÉNAS";"HAUT BEAUJOLAIS";"Pompage";"SURP LES SAIGNEAUX - CHENAS";0;"F1";"";"EDF";"RTC";"04 74 60 38 35";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"";;
0;"F1";2044;0;"";"";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"SAINT-GENIS-LAVAL";"SIDESOL";"Captage";"SUIVI NAPPE Gendarmerie - St Genis Laval";0;"F1";"";"Autonome (Pile)";"GSM";"06 37 57 02 87";"";"Autre";"PRIMAYER - Xilog2";"";"";"";"";;;"";"";""
0;"F1";2191;3;"7129";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"SUD";"FEYZIN";"GRAND LYON";"Réservoir";"RESERVOIR_LA PIERRE - FEYZIN";0;"F1";"F0";"EDF";"RTC";"04 72 51 22 59";"";"Sofrel";"S50";"";"";"";"";;;"Radio avec SP Romanettes";"";""
0;"F2";1427;106;"5986";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"FLEURIE";"HAUT BEAUJOLAIS";"Réservoir";"RES VERS LE MONT - FLEURIE";0;"F2";"";"Autonome (Pile)";"GSM";"06 08 21 89 08";"";"Sofrel";"Celbox";"4.10.11";"";"M4-P4";"";;;"";;
0;"F2";2045;0;"17279";"";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VOURLES";"SIDESOL";"Captage";"SUIVI NAPPE Puits 5 - Vourles";0;"F2";"";"Autonome (Pile)";"GSM";"06 13 66 51 43";"";"Autre";"PRIMAYER - Xilog2";"";"";"";"";;;"";"";""
0;"F3";1428;91;"5964";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"FLEURIE";"HAUT BEAUJOLAIS";"Pompage réservoir";"SR MONTGENAS - FLEURIE";0;"F3";"";"EDF";"RTC";"04 74 69 82 95";"";"Sofrel";"S500";"3.30";"";"M4-P4";"";;;"RTC Labourons";;
0;"F4";1429;118;"5987";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"FLEURIE";"HAUT BEAUJOLAIS";"Réservoir";"RES LES LABOURONS - FLEURIE";0;"F4";"";"EDF";"RTC";"04 74 69 02 65";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"RTC montgenas";;
0;"F4";2046;0;"17220";"";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"MILLERY";"SIDESOL";"Captage";"SUIVI NAPPE - Carrières du Garon - Millery";0;"F4";"";"Autonome (Pile)";"GSM";"06 13 97 27 74";"";"Autre";"PRIMAYER - Xilog2";"";"";"";"";;;"";"";""
0;"F5";1430;100;"5981";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHÉNAS";"HAUT BEAUJOLAIS";"Réservoir";"RES BOIS RETOUR - CHENAS";0;"F5";"";"Autonome (Pile)";"RTC";"03 85 30 31 31";"";"Sofrel";"Telbox";"4.10.12";"";"M4-P4";"";;;"RTC Chenas Thorins";;
0;"F5";2041;0;"67735";;"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VAUGNERAY";"SIDESOL";"Relevé de compteur";"CPT_RESEAU DEPART GREZIEU LA VARENNE - VAUGNERAY";0;"F5";"";"Autonome (Pile)";"GSM";"06 42 23 79 13";"";"Sofrel";"LS42";"";"";"M1";"";;;"";"";""
0;"F6";2192;29;"7115";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"SUD";"FEYZIN";"GRAND LYON";"Réservoir";"POMPAGE_LA BEGUDE - FEYZIN";0;"F6";"F5";"EDF";"RTC";"04 78 70 21 37";"";"Sofrel";"S50";"";"";"";"";;;"";"";""
0;"F6";2270;5;"67736";;"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"VAUGNERAY";"SIDESOL";"Sectorisation";"CPT_RESEAU DEPART CHEVINAY - VAUGNERAY";0;"F6";;"Autonome (Pile)";"GSM";"06 42 23 94 85";;"Sofrel";"LS42";;;;;;;;;
0;"F7";1431;93;"5982";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHIROUBLES";"HAUT BEAUJOLAIS";"Pompage réservoir";"SR  JAVERNAND - CHIROUBLES";0;"F7";"";"EDF";"RTC";"04 74 04 24 45";"";"Sofrel";"S50";"5.26";"";"M4-P4";"";;;"RTC Le Fetre";;
0;"F8";1432;32;"5983";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHIROUBLES";"HAUT BEAUJOLAIS";"Réservoir";"RES LES SAIGNES- CHIROUBLES";0;"F8";"";"Autonome (Pile)";"RTC";"04 74 69 90 97";"";"Sofrel";"Telbox";"4.10.12";"";"M4-P4";"";;;"RTC Fetre";;
0;"F9";1433;94;"5984";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"CHIROUBLES";"HAUT BEAUJOLAIS";"Pompage réservoir";"SR LE FETRE - CHIROUBLES";0;"F9";"";"EDF";"RTC";"04 74 69 97 01";"";"Sofrel";"S50";"5.47";"";"M4-P4";"";;;"RTC Javernand et les saignes";;
0;"FB";2193;12;"7139";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"SUD";"MIONS";"GRAND LYON";"Réservoir";"RESERVOIR_CHATANAY - MIONS";0;"FB";"FA";"EDF";"RTC";"04 78 20 32 57";"";"Sofrel";"S50";"";"";"";"";;;"LP Avec SR Le Bourg et SP Sous la Roche";"";""
0;"FG";2195;50;"7117";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"SUD";"SAINT-PRIEST";"GRAND LYON";"Réservoir";"RELAIS_LES BRUYERES - SAINT-PRIEST";0;"FG";"FF";"EDF";"RTC";"04 72 23 51 98";"";"Sofrel";"S500";"";"";"";"";;;"Radio avec SR Parilly + LP SP 4 Chenes";"";""
0;"FL";2196;7;"7137";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"COUZON-AU-MONT-D'OR";"GRAND LYON";"Réservoir";"RESERVOIR_CHARGERIE - COUZON-AU-MONT-D'OR";0;"FL";"FK";"EDF";"RTC";"04 78 22 36 07";"";"Perax";"P200Xm";"";"";"";"";;;"Radio avec SR Linottes";"";""
0;"FQ";2197;5;"7138";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"CURIS-AU-MONT-D'OR";"GRAND LYON";"Réservoir";"RESERVOIR_BOIS DES CIEUX - CURIS-AU-MONT-D'OR";0;"FQ";"FP";"EDF";"RTC";"04 78 98 28 28";"06 08 47 01 99";"Sofrel";"S500";"";"";"";"";;;"Radio avec Tremblay";"";""
0;"FV";2198;10;"7130";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"MONTANAY";"GRAND LYON";"Réservoir";"RESERVOIR TOUR_CHAMP BLANC - MONTANAY";1973;"FV";"FU";"EDF";"RTC";"04 78 91 26 32";"";"Sofrel";"S500";"";"";"";"";;;"Radio avec SR Bois Rouge";"";""
0;"G0";1434;107;"5967";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Pompage";"SR LE BOURG - VAUXRENARD";0;"G0";"";"EDF";"RTC";"04 74 69 92 41";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"";;
0;"G01";1606;56;"60423";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SARCEY";"SARCEY";"STEP";"STEP ZAC DE LA NOYERAIE - SARCEY";2007;"G01";"";"EDF";"GSM";"06 32 33 33 49";"";"Sofrel";"S500";"2.50";"";"M4/A3";"";;;"";;
0;"G01";2524;;"5992";;"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Réservoir";"RESERVOIR MONTGOURY";0;"G01";;"Autonome (Pile)";"LP";;;"Autre";;;;;;"LP";"VAUXRENARD LE BOURG";;;
0;"G02";1599;57;"5822";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINT-ROMAIN-DE-POPEY";"SIE PAYS DE TARARE";"STEP";"STEP VAL TURDINE - St ROMAIN DE POPEY";1990;"G02";"";"EDF";"RTC";"04 74 05 77 12";"";"Sofrel";"S50";"4.44";"";"M4/A3";"";;;"";"";""
0;"G03";1602;58;"5756";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"ANCY";"SIE PAYS DE TARARE";"STEP";"STEP BAS DU BOURG - ANCY";1981;"G03";"";"EDF";"RTC";"04 74 63 09 82";"";"Sofrel";"S500";"3.22";"";"M4/A3";"";;;"";"";""
0;"G04";1607;59;"62083";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"LE BREUIL";"SAVA";"STEP";"STEP LE BREUIL - LE BREUIL";2009;"G04";"";"EDF";"RTC";"04 37 49 06 43";"";"Sofrel";"S500";"3.22";"";"M4/A3";"192.168.0.67";;;"";;
0;"G05";1608;88;"71888";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAVIGNY";"SAVIGNY";"STEP";"STEP LA RIVIERE - SAVIGNY";2011;"G05";"";"EDF";"RTC";"04 72 57 96 23";"";"Sofrel";"S500";"3.10";"";"M4/A3";"";;;"";;
0;"G06";2354;90;"74807";"0-4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"VIOLAY";"VIOLAY";"STEP";"STEP Chez Blanc";2012;"G06";"";"EDF";"GSM";"06 43 41 62 18";"";"Sofrel";"S500";"4.11";"";"A3-M4";"";;;"";"";""
0;"G1";1435;108;"5990";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Réservoir";"RES L'OISILLON- VAUXRENARD";0;"G1";"";"EDF";"RTC";"04 74 69 96 48";"";"Sofrel";"S500";"3.30";"";"M4-P4";"";;;"RTC Charnay";;
0;"G1";2199;21;"7132";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"MONTANAY";"GRAND LYON";"Réservoir";"RESERVOIR_LE BACON - MONTANAY";0;"G1";"G0";"EDF";"RTC";"04 78 91 63 69";"";"Perax";"P200Xm";"";"";"";"";;;"";"";"Chicken Bacon Onions"
0;"G2";1436;109;"5989";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Réservoir";"RES SARAZINERIE- VAUXRENARD";0;"G2";"";"EDF";"RTC";"04 74 65 04 77";"";"Sofrel";"S500";"3.30";"";"M4-P4";"";;;"";;
0;"G20";1609;61;"5441";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINT-ROMAIN-DE-POPEY";"SIE PAYS DE TARARE";"Poste de relevage";"PR LES BOUDES - St ROMAIN DE POPEY";1998;"G20";"";"EDF";"RTC";"04 74 26 82 07";"";"Sofrel";"S50";"5.11";"";"M4/A3";"";;;"";"";""
0;"G21";1610;62;"5597";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINTE-PAULE";"SAVA";"Poste de relevage";"PR LE MARDUEL - Ste PAULE";0;"G21";;"EDF";"RTC";"04 74 71 12 45";;"Sofrel";"S50";"3.50";;"M4/A3";;;;;;
0;"G22";1611;63;"5596";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"OINGT";"SAVA";"Poste de relevage";"PR LE PATIN - OINGT";2001;"G22";;"EDF";"RTC";"04 74 71 13 54";;"Sofrel";"S50";"5.22";;"M4/A3";;;;;;
0;"G23";1612;64;"63228";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINT-VÉRAND";"SAVA";"Poste de relevage";"PR LE VISSOUD - St VERAND";2009;"G23";;"EDF";"RTC";"04 78 64 81 20";;"Sofrel";"S500";"3.22";;"M4/A3";;;;;;
0;"G24";1613;70;"52578";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"OINGT";"SAVA";"Poste de relevage";"PR LE COLOMBIER -  OINGT";2006;"G24";;"EDF";"GSM";"06 07 32 72 03";;"Sofrel";"S500";"3.30";;"M4/A3";;;;;;
0;"G25";1614;71;"5599";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"BAGNOLS";"SAVA";"Poste de relevage";"PR ZA LES BRUYERES - BAGNOLS";1991;"G25";;"EDF";"GSM";"06 07 32 74 38";;"Sofrel";"S500";"3.22";;"M4/A3";;;;;;
0;"G26";1615;72;"63248";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"LE BREUIL";"SAVA";"Poste de relevage";"PR LE BOURG - LE BREUIL";2009;"G26";;"EDF";"RTC";"04 78 64 85 07";;"Sofrel";"S500";"3.23";;"M4/A3";;;;;;
0;"G27";1616;73;"63879";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"LE BREUIL";"SAVA";"Poste de relevage";"PR SNCF - LE BREUIL";2009;"G27";;"EDF";"RTC";"04 78 64 82 51";;"Sofrel";"S500";"3.23";;"M4/A3";;;;;;
0;"G28";1601;74;"65811";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINT-LOUP";"SIE PAYS DE TARARE";"Poste de relevage";"PR LES PLACES - St LOUP";2010;"G28";"";"EDF";"RTC";"04 74 63 66 51";"";"Sofrel";"S500";"3.50";"";"M4/A3";"";;;"";"";""
0;"G29";1617;75;"68903";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"LE BREUIL";"SAVA";"Poste de relevage";"PR LES TONNELIERES - LE BREUIL";2010;"G29";;"EDF";"RTC";"04 78 33 85 08";;"Sofrel";"S500";"3.30";;"M4/A3";;;;;;
0;"G3";1437;0;"5991";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Réservoir";"RES LES VAREILLES - VAUXRENARD";0;"G3";"";"Autonome (Pile)";"GSM";"06 12 87 17 18";"";"Sofrel";"LS42";"1.10";"";"M4-P4";"";;;"";;
0;"G30";1695;76;"71002";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"SAINT-VÉRAND";"SA VAL D'AZERGUES";"Poste de relevage";"PR LA GOUTTE - St VERAND";0;"G30";"";"EDF";"RTC";"04 78 47 36 86";"";"Sofrel";"S500";"3.10";"";"M4/A3";"";;;"";;
0;"G31";1752;77;"72959";"0 - 4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"PONTCHARRA-SUR-TURDINE";"SIE PAYS DE TARARE";"Bassin d'orage";"BO LE COMMODO - PONTCHARRA T.";2011;"G31";"";"EDF";"GSM";"06 75 36 69 02";"";"Sofrel";"S500";"3.61";"";"A3-M4";"";;;"";"";""
0;"G32";2355;91;"5824";"0-4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"VIOLAY";"VIOLAY";"Poste de relevage";"PR Bouton";2012;"G32";;"EDF";"GSM";"06 78 53 94 52";;"Sofrel";"S500";"4.11";;"A3-M4";;;;;;
0;"G33";2356;92;"5443";"0-4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"VIOLAY";"VIOLAY";"Poste de relevage";"PR Gagères";2012;"G33";;"EDF";"GSM";"06 78 71 04 30";;"Sofrel";"S500";"4.11";;"A3-M4";;;;;;
0;"G34";2357;93;"5442";"0-4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"VIOLAY";"VIOLAY";"Poste de relevage";"PR Michaud";2012;"G34";;"EDF";"GSM";"06 78 49 22 36";;"Sofrel";"S500";"4.11";;"A3-M4";;;;;;
0;"G35";2358;94;"5440";"0-4";"Nord-Rhône";"ASS Rhone Saone";"Assainissement";"Pontcharra";"VIOLAY";"VIOLAY";"Poste de relevage";"PR Viallet";2012;"G35";;"EDF";"GSM";"06 78 73 88 26";;"Sofrel";"S500";"4.11";;"A3-M4";;;;;;
0;"G4";1438;111;"5966";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Pompage";"SR CHARNAY- VAUXRENARD";0;"G4";"";"EDF";"RTC";"04 74 69 97 34";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"RTC Oisillon";;
0;"G5";1439;112;"22000";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"VAUXRENARD";"HAUT BEAUJOLAIS";"Station de traitement";"SR LES BRIGANDS - VAUXRENARD";0;"G5";"";"EDF";"GSM";"06 79 64 10 89";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"";;
0;"G6";2301;22;"7133";"";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"NEUVILLE-SUR-SAÔNE";"GRAND LYON";"Réservoir";"RESERVOIR TOUR_LE CAMPAN - NEUVILLE-SUR-SAÔNE";0;"G6";"G5";"EDF";"RTC";"04 78 91 25 97";"";"Perax";"P200Xm";"";"";"";"";;;"";"";""
0;"G7";1440;114;"5972";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"JULLIÉ";"HAUT BEAUJOLAIS";"Pompage";"SUPR LE PREAU - JULLIE";0;"G7";"";"EDF";"RTC";"04 74 04 44 16";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"";;
0;"G8";1441;115;"5988";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"JULLIÉ";"HAUT BEAUJOLAIS";"Réservoir";"RES LA VARENNE- JULLIE";0;"G8";"";"Autonome (Pile)";"RTC";"04 74 04 46 10";"";"Sofrel";"Telbox";"4.10.12";"";"M4-P4";"";;;"";;
0;"G9";1442;116;"5970";"0-5";"Nord-Rhône";"EP Nord-Rhône / Ain";"Eau potable";"Beaujeu";"EMERINGES";"HAUT BEAUJOLAIS";"Pompage réservoir";"SUPR LES CHARMES- EMERINGES";0;"G9";"";"EDF";"RTC";"04 74 04 49 63";"";"Sofrel";"S500";"3.10";"";"M4-P4";"";;;"";;
0;"GB";2200;23;"7134";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"NEUVILLE-SUR-SAÔNE";"GRAND LYON";"Réservoir";"RESERVOIR_LES CREUSES - NEUVILLE-SUR-SAÔNE";0;"GB";"GA";"EDF";"RTC";"04 78 91 45 85";"";"Perax";"P200Xm";"";"";"";"";;;"";"";""
0;"GG";2201;9;"7135";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"POLEYMIEUX-AU-MONT-D'OR";"GRAND LYON";"Réservoir";"RESERVOIR_LES GARENNES - POLEYMIEUX-AU-MONT-D'OR";0;"GG";"GF";"EDF";"RTC";"04 72 26 02 46";"";"Perax";"P200Xm";"";"";"";"";;;"";"";""
0;"GK";2048;32;"0";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";;"GRAND LYON";"Vanne";"Vanne Dobelin";0;"GK";;"EDF";"RTC";"04 78 73 20 96";;"Sofrel";"S50";;;"M2";;;;;;
0;"GL";2049;33;"0";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";;"GRAND LYON";"Vanne";"Vanne Berthelot";0;"GL";;"EDF";"RTC";"04 78 73 19 47";;"Sofrel";"S50";;;"M2";;;;;;
0;"GL";2202;26;"7175";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"RILLIEUX-LA-PAPE";"GRAND LYON";"Réservoir";"RESERVOIR TOUR_VANCIA - RILLIEUX-LA-PAPE";0;"GL";"GK";"EDF";"RTC";"04 78 88 62 82";"04 78 97 36 31";"Perax";"P200Xm";"";"";"";"";;;"LP Avec Semailles";"";""
0;"GM";2059;48;"6397";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"LOIRE-SUR-RHÔNE";"LOIRE";"Réservoir";"RELAIS_LE CHARNOUD - LOIRE-SUR-RHÔNE";0;"GM";;"EDF";"RTC";"04 78 73 40 39";;"Sofrel";"S50";;;"M2";;;;;;
0;"GN";2050;30;"0";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";;"GRAND LYON";"Relevé de compteur";"COMPTEUR Robespierre";0;"GN";"";"EDF";"RTC";"04 78 07 91 86";"";"Sofrel";"S50";"";"";"M2";"";;;"";;
0;"GO";2052;31;"0";"0-0";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";;"GRAND LYON";"Relevé de compteur";"CPT Anatole France";0;"GO";"";"EDF";"RTC";"04 78 07 91 56";"";"Sofrel";"S50";"";"";"M2";"";;;"";"";""
0;"GP";2203;25;"7136";"0 - 0";"Centre-Rhône";"EP Mions Grand Lyon";"Eau potable";"NORD";"SAINT-GERMAIN-AU-MONT-D'OR";"GRAND LYON";"Réservoir";"RESERVOIR_LES CARRIERES - SAINT-GERMAIN-AU-MONT-D'";0;"GP";"GQ";"EDF";"RTC";"04 78 91 66 28";"04 78 91 79 25";"Perax";"P200Xm";"";"";"";"";;;"";"";""
